ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
106699,"Charlotta Eva ""Lotta"" Schelin",F,24.0,179.0,64.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,
62164,"Taavetti Heikki ""Tatu"" Kolehmainen",M,27.0,162.0,55.5,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 10,000 metres",
45254,"H. A. Abdullah ""Dollah"" Hamid",M,25.0,,,Singapore,SGP,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,
67028,Lila Latrous,F,25.0,155.0,57.0,Algeria,ALG,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Lightweight,
77894,"James Henderson ""Jim"" McNally",M,41.0,183.0,95.0,United States,USA,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",
41040,Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,
116256,Martin August Sophus Suhr,M,26.0,,,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Welterweight,
71245,Paavo Olavi Lonkila (Lng-),M,29.0,157.0,53.5,Finland,FIN,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,Bronze
57870,Taweesak Kasiwat,M,36.0,170.0,87.0,Thailand,THA,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",
102002,Sergey Nikolayevich Rogozhin,M,24.0,174.0,67.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
71661,Peter Loudon,M,35.0,193.0,91.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,
4059,"Georges Ivan ""Go"" Andr (Monnard-)",M,22.0,188.0,85.0,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,
82133,Maiko Morio,F,21.0,140.0,34.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
67734,Fernando Lecuona Asencio,M,22.0,,,Cuba,CUB,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,
124146,Franziska van Almsick,F,22.0,181.0,66.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,
108522,Arlene Iradie Semeco Arismendi,F,20.0,175.0,63.0,Venezuela,VEN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,
6611,Lars Nicklas Bckstrm,M,22.0,185.0,95.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,
46936,He Wenna,F,23.0,160.0,50.0,China,CHN,2012 Summer,2012,Summer,London,Trampolining,Trampolining Women's Individual,Bronze
16436,Olivia Bunn (-Skellern),F,25.0,176.0,63.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
102452,Cornelius Louis Andr Roosevelt,M,21.0,,,Union des Socits Franais de Sports Athletiques,USA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
95700,Anna Pohludkov,F,16.0,166.0,54.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
10377,Bernard Berg,M,,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
66269,Jason Grgory Lamy-Chappuis,M,19.0,178.0,65.0,France,FRA,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,
5382,Ramn Artigas Rigal,M,20.0,,,Spain,ESP,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
19793,Ren Changeat,M,21.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,
12984,Timo Boll,M,31.0,181.0,74.0,Germany,GER,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Singles,
110603,Sim Gwon-Ho,M,27.0,160.0,54.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
33212,Carlos Mauricio Espnola Lorenzo,M,28.0,175.0,72.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Windsurfer,Silver
14994,Jean Ghislian Marie Joseph Lucien Breuls van Tiecken,M,25.0,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Individual",
123346,Susanne Unger,F,18.0,168.0,57.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Women's Handball,
83756,"Fredrick ""Fred"" Muteweta",M,21.0,167.0,48.0,Uganda,UGA,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,
23153,Ramiro Corrales,M,23.0,182.0,77.0,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
14492,Steven John Bradbury,M,20.0,178.0,80.0,Australia,AUS,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,
94944,Philip Pinder,M,19.0,183.0,81.0,Bahamas,BAH,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,
124844,Oscar Emile van Rappard,M,24.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Bronze
85991,Ingar H. Nielsen,M,34.0,,,Eleda,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 10 metres,Gold
109122,Khamlillal Shah,M,31.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
45753,Jytte Solveig Hansen (-Nielsen),F,16.0,173.0,55.0,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,
70703,Liu Zhaowu,M,23.0,179.0,65.0,China,CHN,2012 Summer,2012,Summer,London,Archery,Archery Men's Individual,
4170,Igor Valeryevich Andreyev,M,21.0,182.0,80.0,Russia-2,RUS,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,
40281,"John Alexander ""Sandy"" Gilchrist",M,22.0,183.0,79.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,
124903,Martial Albert Fowler Van Schelle,M,24.0,170.0,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
93399,Santiago Prez Alonso,M,32.0,179.0,70.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,
62937,Josef Kos,M,,,,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
53310,Regina Jger,F,15.0,171.0,56.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,
26293,Juan Alfonso de la Puente Bordonaba,M,32.0,183.0,97.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
19153,Bruno Cavelti,M,23.0,166.0,61.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,
91690,Ihor Parkhomenko,M,28.0,188.0,95.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,
109518,Anatoly Ivanovich Shelyukhin,M,29.0,,,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
122362,Dimitrios Tsourekas,M,18.0,,,Greece,GRE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
118220,Aleksander Tammert,M,39.0,196.0,120.0,Estonia,EST,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,
119782,"Debra Janine ""Debi"" Thomas",F,20.0,167.0,53.0,United States,USA,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Women's Singles,Bronze
11556,"Ricardo ""Bimba"" Winicki Santos",M,24.0,185.0,73.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Windsurfer,
91562,Park Ki-Ho,M,23.0,170.0,58.0,South Korea,KOR,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
5429,Karl Wilhelm Konrad Arwe (Andersson-),M,25.0,,,Sweden,SWE,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,
37635,Juan Manuel Fues Hernndez,M,22.0,175.0,65.0,Guatemala,GUA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,
19521,Jean-Marc Chabloz,M,34.0,192.0,82.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
103436,Luis Ruz Tagle Vicua,M,50.0,,,Chile,CHI,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 metres",
63857,Roswitha Krause,F,30.0,175.0,74.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Handball,Handball Women's Handball,Bronze
39733,Daniela Georgieva Gergelcheva,F,28.0,162.0,48.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Singles,
42084,Franoise Gouny (-Guittet),F,23.0,164.0,56.0,France,FRA,1948 Summer,1948,Summer,London,Fencing,"Fencing Women's Foil, Individual",
25509,Christelle Daunay,F,41.0,162.0,43.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
102647,"Wilhelm ""Willi"" Rosinek",M,22.0,,59.0,Austria,AUT,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Featherweight,
28789,Werner Dittrich,M,23.0,166.0,74.0,Germany,GER,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Lightweight,
109940,Olha Vasylivna Shliakhova,F,20.0,188.0,75.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,
128872,Akito Watabe,M,25.0,173.0,60.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",
121149,Lasha Torgvaidze,M,23.0,184.0,73.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
81003,Ihor Mohylniy,M,21.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Single Sculls,
48550,"Hans-Gnther ""Harry"" Hilker",M,24.0,,,Germany,GER,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,
19158,"Kenneth John ""Ken"" Caves",M,25.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
121121,Carlos Nicanor Toppings Toppings,M,27.0,178.0,64.0,Costa Rica,CRC,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
36489,Jean Fouconnier,M,,,,France,FRA,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 25 metres",
95414,Norwin Platzer,M,21.0,185.0,80.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
121524,Bernardo Tovar Ante,M,41.0,171.0,81.0,Colombia,COL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Free Pistol, 50 metres",
62188,Deyan Khristov Kolev,M,22.0,162.0,56.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
39411,Imre Gelencsr,M,19.0,170.0,68.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Lightweight,
102868,Harlow Phelps Rothert,M,20.0,190.0,92.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Shot Put,
50639,Huang Qun,F,15.0,150.0,38.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,
86673,Muriel Noah Ahanda,F,22.0,170.0,56.0,Cameroon,CMR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,
98437,"Alexandra Rose ""Aly"" Raisman",F,18.0,157.0,52.0,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,
91495,Park Gyeong-Du,M,32.0,177.0,77.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",
113048,Ren Sommerfeldt,M,35.0,175.0,68.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
130868,Melanie Kate Wilson,F,32.0,184.0,75.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
2300,Miguel ngel Albarracn,M,23.0,167.0,64.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Extra-Lightweight,
8920,Georgy Baymakov,M,17.0,,,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,
25568,Kaingaue David,F,17.0,167.0,67.0,Kiribati,KIR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres,
24816,Charles Daniel Daggs,M,19.0,178.0,59.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,
64451,Olena Serhivna Kryvytska,F,25.0,174.0,62.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Team",
116282,Suk Hyun-Jun,M,25.0,190.0,82.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
49751,Gerhard Hnicke,M,34.0,174.0,66.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,
26355,Ramiro Eduardo de Len Ibarra,M,26.0,179.0,82.0,Uruguay,URU,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
10163,Douglas Haig Bennett,M,29.0,,,Canada,CAN,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
124834,Wouter van Pelt,M,28.0,178.0,80.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold
126585,Marco Villa,M,31.0,172.0,75.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
15633,"Susannah Claire ""Suki"" Brownsdon",F,26.0,168.0,57.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
99978,Victor Iosifovich Reneischi,M,29.0,178.0,81.0,Moldova,MDA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
109653,Valentyna Yevhenivna Shevchenko,F,26.0,165.0,51.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,
60666,Mariya Kircheva,F,18.0,158.0,47.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
99480,Yevgeny Leonidovich Redkin,M,22.0,184.0,81.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,Gold
120699,Mario Todorovi,M,19.0,186.0,80.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,
46086,Paula Marja Johanna Harmokivi (-Saloranta),F,21.0,176.0,69.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
102268,Elpida Romantzi,F,27.0,167.0,53.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,
103780,John Ryan,M,30.0,183.0,85.0,Ireland,IRL,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Open Class,
36845,"Gordon ""Gord"" Fraser",M,27.0,175.0,71.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
66070,"Panayotis Alexander ""Alexi"" Lalas",M,22.0,191.0,89.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
77570,"Rhoderick ""Rory"" McGown",M,19.0,,,Zimbabwe,ZIM,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,
50072,Steven Horvat,M,25.0,180.0,80.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
18616,Theodore Carstens,M,25.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Fencing,"Fencing Men's Sabre, Individual",
78527,James Arnaud Henri Louis Melvill van Carnbe,M,38.0,,,Netherlands,NED,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's epee, Individual",
18887,Alexianne Castel,F,18.0,182.0,71.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
33234,Cristian Omar Espinoza,M,21.0,173.0,70.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
43171,"Matthew Reid ""Matt"" Grosjean",M,27.0,175.0,82.0,United States,USA,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Combined,
80156,Bruno Mingeon,M,30.0,180.0,90.0,France,FRA,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,Bronze
100419,Jordi Rib Font,M,30.0,183.0,71.0,Spain,ESP,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
27630,Daniel Paul Dennis-Kengott,M,29.0,165.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",
105290,Philip Sandblom,M,24.0,,,Sylvia,SWE,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed 8 metres,Bronze
56854,"Alfred ""Fredel"" Klin",M,23.0,169.0,67.0,Switzerland,SUI,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
128749,Jeremy Jon Ware,M,28.0,185.0,86.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,
74082,Tatyana Malinina (-Skornyakova),F,29.0,160.0,48.0,Uzbekistan,UZB,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Women's Singles,
20120,Nihel Cheikh Rouhou,F,21.0,164.0,78.0,Tunisia,TUN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Heavyweight,
127594,Eva Vrabcov-Nvltov,F,28.0,162.0,48.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
37899,Marie-Michle Gagnon,F,24.0,177.0,68.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,
89416,Georgios D. Orfanidis,M,,,,Greece,GRE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",
70953,Samuel Loch,M,29.0,185.0,92.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,
25338,"Fabiana ""Dara"" Carvalho Carneiro Diniz",F,31.0,183.0,71.0,Brazil,BRA,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,
105897,Jennet Saryewa,F,18.0,165.0,56.0,Turkmenistan,TKM,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,
92601,"Peder Alexander ""Alex"" Pedersen",M,21.0,182.0,70.0,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 400 metres,
14452,Trygve Carlsen Byesen,M,34.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
100449,"Christopher ""Chris"" Rice",M,40.0,175.0,70.0,United States Virgin Islands,ISV,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",
128234,Maria Walliser (-Anesini),F,24.0,168.0,60.0,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
106597,Gottfried Schr,M,24.0,189.0,82.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
4555,Constantin Antonescu,M,33.0,165.0,69.0,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",
131593,Ayelech Worku,F,21.0,165.0,47.0,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 5,000 metres",
74020,Zakayo Malekwa,M,33.0,177.0,85.0,Tanzania,TAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,
66071,Pauga Lalau,M,24.0,,,Samoa,SAM,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,
12183,Mriam Guadalupe Blasco Soto,F,28.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Lightweight,Gold
65040,Alexander Knzler,M,26.0,179.0,68.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,
98761,Alison Gail Ramsay,F,33.0,167.0,56.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Bronze
72058,Jrg Lucke,M,30.0,193.0,91.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,Gold
83308,James Scott Munn,M,22.0,193.0,88.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,
94417,Guram Pherselidze,M,26.0,190.0,118.0,Georgia,GEO,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
800,Georgi Mirchev Adamov,M,25.0,173.0,64.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
88733,Pedro Diogo Tavares Martins de Oliveira,M,20.0,185.0,81.0,Portugal,POR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke,
31187,"Lancelot Crofts ""Lance"" East",M,26.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Modern Pentathlon,Modern Pentathlon Men's Individual,
66981,Riitta-Liisa Lassila-Roponen,F,27.0,161.0,54.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,
72873,Gary Wayne MacDonald,M,22.0,,,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
50659,Huang Xu,M,29.0,162.0,59.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,
31982,Amro Abdulrahman Ali El-Geziry,M,21.0,185.0,75.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Modern Pentathlon,Modern Pentathlon Men's Individual,
64458,Andrzej Krzeptowski I,M,20.0,172.0,70.0,Poland,POL,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
106292,Ren Savoie,M,27.0,,,Switzerland,SUI,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,
99782,Heiko Reinemer,M,23.0,170.0,72.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,
59167,Muhammad Khan,M,36.0,169.0,63.0,India,IND,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
75234,Ago Markvardt,M,24.0,182.0,73.0,Estonia,EST,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Individual,
25192,Debra Daniel,F,25.0,153.0,68.0,Federated States of Micronesia,FSM,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
129478,Erwin Weitzl,M,24.0,194.0,125.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,
62062,"Aagje ""Ada"" Kok (-van der Linden)",F,21.0,183.0,85.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,Gold
73661,Eduardo Maillard Crampes,M,,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's 1,000 metres Time Trial",
68074,Lee Myeong-Seung,M,28.0,177.0,61.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,
25098,Georgeta Damian-Andrunache,F,28.0,178.0,75.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Gold
49552,Mark Gordon Holowesko,M,36.0,,,Bahamas,BAH,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,
52342,"Alexander Ramsay ""Alex"" Ireland",M,19.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Welterweight,Silver
29146,Ji Dolana,M,26.0,172.0,78.0,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
112207,Calvin Smith,M,27.0,178.0,69.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,Bronze
117407,Emese Judit Szsz,F,29.0,176.0,71.0,Hungary,HUN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Individual",
49742,Hong Un-Jong,F,19.0,156.0,47.0,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,
114501,Dimitrios Stathis,M,,,,Greece,GRE,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
61902,Lothar Koepsel,M,27.0,174.0,77.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,
31765,Julius Eisenecker,M,33.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Individual",
127378,Gottfried Franz Oskar Hans Ernst Valentin von Meiss,M,38.0,,,Switzerland,SUI,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Team",
28844,Ali Murat Diziolu,M,20.0,189.0,76.0,Turkey,TUR,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",
27483,Ahmet Demir,M,20.0,,,Turkey,TUR,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
