ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
83171,Katalin Mller-Szll,F,21.0,158.0,50.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,
67332,Shadae Lawrence,F,20.0,173.0,84.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,
129908,Heike Wezel,F,23.0,172.0,60.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,
13935,Gatan T. Boucher,M,17.0,171.0,72.0,Canada,CAN,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,000 metres",
74063,Marek Malk,M,30.0,196.0,103.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
111390,Nehemia Sirkis,M,36.0,175.0,90.0,Israel,ISR,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",
60706,Valery Viktorovich Kiriyenko,M,26.0,170.0,65.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 10 kilometres Sprint,
129632,Georges Wengler,M,29.0,,,Luxembourg,LUX,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
46552,Yoshiaki Hatakeda,M,24.0,170.0,72.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,
7516,Hawanatu Bangura,F,16.0,142.0,52.0,Sierra Leone,SLE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 100 metres,
43505,Franziska Gude (-Lwe),F,28.0,165.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
122610,Tun Maung Kywe,M,28.0,165.0,59.0,Myanmar,MYA,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Featherweight,
9284,Julian Roy Beddington,M,38.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",
135316,Bertalan Zstr,M,30.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",
90268,Jos Ramn Oyarzbal Uranga,M,31.0,190.0,87.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,
82768,Faustin Mparabanyi,M,,,,Rwanda,RWA,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",
74705,Jos Marajo,M,21.0,177.0,62.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 800 metres,
105955,Mohamed Ali Sassi,M,24.0,160.0,64.0,Tunisia,TUN,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,
636,Enrique Accorsi Teuthorn,M,31.0,,,Chile,CHI,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",
54139,Roman Jemnek,M,25.0,186.0,85.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's epee, Individual",
96505,Allison Pottinger (Darragh-),F,36.0,155.0,57.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,
120849,Logan Maile Lei Tom,F,31.0,186.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
65917,Matti Ensio Lhde,M,24.0,176.0,69.5,Finland,FIN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
108388,Zuzana Sekerov,F,15.0,156.0,50.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,
30477,Sue Joanne Duggan (-Innes),F,28.0,,,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,
131931,"Frederick Henry ""Harry"" Wyld",M,27.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
55797,Emmanuel Jonnier,M,34.0,175.0,65.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
62383,Ivan Kondev,M,28.0,167.0,59.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,
125054,Adrien Louis Albert Vandelle,M,21.0,,,France,FRA,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
34938,Fernando Gabriel Ferrara Tripodi,M,27.0,178.0,77.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,
67686,Vesela Nikolaeva Lecheva (-Veleva),F,28.0,170.0,60.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
31934,Ibrahim El-Bakh,M,31.0,172.0,83.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Heavyweight II,
38598,Jon Garca Aguado,M,26.0,195.0,87.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Heavyweight,
23571,"Michael Joseph ""Mike"" Cowley",M,22.0,179.0,66.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
130434,Louis Eugne Edmond Wilhelme,M,23.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Triple Jump,
25618,Emma Davies (-Jones),F,21.0,177.0,66.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Points Race,
89529,Gnter Orschel,M,44.0,178.0,74.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",
69946,Roberto Limonta Vargas,M,30.0,179.0,95.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
26059,Charles Pierre Frdy de Coubertin,M,49.0,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Art Competitions,Art Competitions Mixed Literature,Gold
130042,Mark Scott Whitehead,M,23.0,175.0,75.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's Points Race,
131246,Pawe Wojciechowski,M,23.0,190.0,85.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,
1811,Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
86762,Joaqun Nogueras Mrquez,M,45.0,,,Spain,ESP,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Team",
850,Herbert Adamski,M,26.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
109648,Dmitry Igoryevich Shevchenko,M,32.0,200.0,130.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,
134059,Jan Zarycki,M,22.0,,,Poland,POL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,
53415,Tibor Jakosits,M,26.0,175.0,73.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
46670,Daniel Hauser,M,,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Welterweight, Freestyle",
6423,Zisis Babanasis,M,27.0,184.0,72.0,Greece,GRE,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Individual",
96998,Miloslav Phoda,M,,,,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Middleweight,
74869,lise Marcotte,F,23.0,171.0,56.0,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
34249,Louis Fauconnier,M,32.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Modern Pentathlon,Modern Pentathlon Men's Individual,
86651,No Do-Cheon,M,23.0,170.0,67.0,South Korea,KOR,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,
79076,Dayaris Rosa Mestre lvarez,F,25.0,150.0,48.0,Cuba,CUB,2012 Summer,2012,Summer,London,Judo,Judo Women's Extra-Lightweight,
81242,Imre Molnr,M,23.0,163.0,56.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,
77360,Daniel McConnell,M,31.0,180.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",
22347,Georgia V. Coleman (-Gilson),F,16.0,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Women's Platform,Silver
122213,Tsao Chin-Hui,M,27.0,183.0,95.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
72682,Tetiana Feliksivna Lysenko,F,17.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,
41395,Jozef Gnci,M,34.0,186.0,81.0,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
5700,Polina Hryhorivna Astakhova,F,27.0,166.0,56.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,Gold
53991,Mria Jasenkov,F,22.0,165.0,65.0,Czechoslovakia,TCH,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Women's Singles,
19082,Ren Cattarinussi,M,25.0,180.0,77.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 10 kilometres Sprint,
104939,Elizabeta Samara,F,23.0,171.0,56.0,Romania,ROU,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Singles,
35241,Arturo Figueroa Morales,M,23.0,179.0,75.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Fours,
111367,Ratapong Sirasanont,M,20.0,180.0,76.0,Thailand,THA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
115606,"Andrew John ""Andy"" Straden",M,26.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
47499,Hlton da Silva Arruda,M,22.0,169.0,78.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
132262,Nobuko Yamada,F,26.0,160.0,48.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",
16922,"James Jon ""Jim"" Butler",M,21.0,193.0,77.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,
16751,Armand Burtin,M,23.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 1,500 metres",
108129,Mamo Sebsibe,M,24.0,172.0,62.0,Ethiopia,ETH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,
35722,Erika Flander,F,15.0,144.0,35.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,
83898,"Leonard ""Leo"" Myles-Mills",M,27.0,175.0,70.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
111367,Ratapong Sirasanont,M,20.0,180.0,76.0,Thailand,THA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Breaststroke,
38478,Tathiana Garbin,F,27.0,175.0,65.0,Italy-2,ITA,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,
117441,Mikls Szebeny,M,24.0,,76.0,Hungaria Evezos Egylet,HUN,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,
97443,Maricica Puic (Luca-),F,34.0,168.0,54.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 3,000 metres",Gold
47543,Katalin Hemrik (Hellner-),F,22.0,163.0,58.0,Hungary,HUN,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,
106897,Jerzy Schindler,M,24.0,,,Poland,POL,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Downhill,
122413,Makoto Tsuruga,M,20.0,170.0,62.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,
67555,Albert le Tyrant,M,29.0,170.0,70.0,France,FRA,1976 Summer,1976,Summer,Montreal,Archery,Archery Men's Individual,
68209,Lee Yong-Dae,M,27.0,180.0,74.0,South Korea-1,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,
22406,Jean Collas,M,25.0,,,Racing Club de France,FRA,1900 Summer,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver
53516,"Andrew David ""Andy"" Jameson",M,19.0,190.0,79.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,
58293,Sandra Kazkov,F,28.0,167.0,56.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
48064,Pablo Luis Hernndez,M,19.0,173.0,61.0,Cuba,CUB,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
2586,Rnar (Ruslan-) Alexandersson (Ovtinnikov-),M,19.0,171.0,63.0,Iceland,ISL,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,
124699,Johannes Hendrik van Kampen,M,24.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
101984,Bruno Roghi,M,38.0,,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,Art Competitions Mixed Literature,
54286,Tamara Jenkins (-Christopherson),F,22.0,175.0,63.0,United States,USA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
103868,Ladislav Rygl,M,20.0,181.0,81.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Nordic Combined,Nordic Combined Men's Individual,
100679,Eberhard Riedel,M,29.0,172.0,69.0,East Germany,GDR,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
95985,Nuno Miguel Gio Pombo,M,30.0,176.0,72.0,Portugal,POR,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Individual,
26982,Pablo Defazio Abella,M,35.0,170.0,67.0,Uruguay,URU,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,
133728,Kostiantyn Volodymyrovych Zaitsev,M,24.0,191.0,85.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,
106156,"Johann ""Hans"" Sauter",M,35.0,,,Austria,AUT,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,
49008,Erik Hochstein,M,19.0,192.0,82.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
92619,Dorthe Friis Pedersen (-Thanning),F,22.0,180.0,75.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,
61190,Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
41634,Ral Gonzlez Rodrguez,M,20.0,175.0,64.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 50 kilometres Walk,
99241,"John William ""Jack"" Rawlings",M,25.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Football,Football Men's Football,
11642,"Matthew Nicholas ""Matt"" Biondi",M,22.0,200.0,95.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,Bronze
126193,Vclav Vesel,M,27.0,,,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Horizontal Bar,
67082,Peter Laufer,M,23.0,183.0,78.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,
38029,Jos Jaime Galeano Rua,M,22.0,167.0,71.0,Colombia,COL,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's Sprint,
51649,Sergio Iesi Tedesco,M,40.0,,,Uruguay,URU,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Individual",
10269,"Adolph Franz Marie ""Dolf"" Benz",M,19.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
128872,Akito Watabe,M,25.0,173.0,60.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",
132422,Yan Zi,F,23.0,171.0,55.0,China-1,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Bronze
87283,Aim-Issa Nthp,M,31.0,180.0,70.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,
56048,Sanja Jovanovi,F,21.0,173.0,68.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
75510,Albert C. Martin,M,,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Modern Pentathlon,Modern Pentathlon Men's Individual,
102697,Kyla Briana Ross,F,15.0,157.0,45.0,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
33208,Jaime Yusept Espinal Fajardo,M,27.0,178.0,86.0,Puerto Rico,PUR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
128809,Georg Warsow,M,34.0,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Individual",
112587,Neil Lindsey Snowden,M,24.0,189.0,82.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,
35793,"James ""Jimmy"" Flemming",M,22.0,180.0,76.0,United States Virgin Islands,ISV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
8408,Sambiao Basanung,M,26.0,,,Philippines,PHI,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,
115028,Marcel Grard Stern,M,26.0,181.0,98.0,Ylliam VII,SUI,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed 6 metres,
5216,Mirella Silva Prado Arnhold,F,18.0,159.0,51.0,Brazil,BRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
52481,Masako Ishida,F,33.0,161.0,56.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,
128580,Wang Wei,M,25.0,181.0,73.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",
27299,"Jorge Delgado Panchana, Jr.",M,22.0,182.0,64.0,Ecuador,ECU,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,
82502,Cydonie Camille Mothersill (-Modibo),F,30.0,171.0,57.0,Cayman Islands,CAY,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 200 metres,
31973,Emad El-Gaindi,M,29.0,186.0,89.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
22993,Marcel Coppin,M,24.0,178.0,80.0,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,
38536,Danielys del Valle Garca Buitriag,F,21.0,170.0,68.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Road Race, Individual",
62970,Alexander Kosenkow,M,35.0,178.0,71.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
223,Mahmoud Abdel-Aal,M,19.0,,,Egypt,EGY,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
82424,Magdalena Ruth Alex Moshi,F,17.0,169.0,65.0,Tanzania,TAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
22650,Vincent Confait,M,20.0,179.0,67.0,Seychelles,SEY,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,
44870,Zuzana Hjkov,F,25.0,181.0,72.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,
101313,Martin Wade Roberts,M,26.0,199.0,84.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
111196,Mohinder Singh Gill,M,25.0,182.0,75.0,India,IND,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,
23897,Cronier,M,,,,Rozenn-3,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 10-20 Ton,
20436,Leonid Alekseyevich Cherevko,M,26.0,200.0,125.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,
125237,Christiaan Varenhorst,M,26.0,212.0,106.0,Netherlands-2,NED,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
26528,Vernica Andrea de Paoli,F,27.0,178.0,61.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,
83312,Alfred James Munnings,M,69.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
82065,Iris Morhammer,F,27.0,169.0,62.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,
67854,Lee Eun-Cheol,M,33.0,178.0,65.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",
115489,Beta Storczer (-Martinek),F,19.0,162.0,47.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
8183,John Burke Alexander Barry,M,44.0,171.0,,United States,USA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",
125792,Stefana Veljkovi,F,18.0,190.0,76.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
86244,Alexandros Nikolaidis,M,28.0,201.0,103.5,Greece,GRE,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Heavyweight,Silver
26519,Valria Maria de Oliveira,F,26.0,167.0,65.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,
51180,"Benjamin Niclas ""Ben"" Husaby",M,26.0,190.0,86.0,United States,USA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,
94889,Doral William Pilling,M,22.0,,,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Javelin Throw,
50576,Hu Weidong,M,21.0,198.0,87.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,
130738,Benita Jaye Willis-Johnson,F,21.0,166.0,50.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 5,000 metres",
123785,Nicole Vaidiov,F,19.0,183.0,69.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,
98649,Hctor Juan Ramrez Guerra,M,25.0,176.0,66.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,
89416,Georgios D. Orfanidis,M,,,,Greece,GRE,1896 Summer,1896,Summer,Athina,Shooting,"Shooting Men's Military Rifle, 200 metres",
129010,John Nickerson Watters,M,20.0,180.0,64.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 800 metres,
118462,Kinzo Taniguchi,M,,163.0,58.0,Japan,JPN,1932 Winter,1932,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
129463,Vladimr Weiss,M,25.0,178.0,80.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Silver
21022,Choi In-Chol,M,18.0,177.0,74.0,North Korea,PRK,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,500 metres",
35525,Murilo Antnio Fischer,M,29.0,170.0,68.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",
127479,Chonlathorn Vorathamrong,F,20.0,166.0,50.0,Thailand,THA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,
92061,Ladislav Patr,M,20.0,,,Czechoslovakia,TCH,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Team,
65741,Gavin Wayne Lackey,M,23.0,,,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Individual,
117987,Megumi Takase,F,21.0,164.0,63.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
53132,Lee Steven Jackson,M,33.0,172.0,70.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,
53532,Helen Jamieson,F,21.0,170.0,54.0,Great Britain,GBR,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
101208,"Arturo ""Turu"" Rizzo",M,34.0,,,Malta,MLT,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,
52194,Etsuko Inoue,F,23.0,164.0,53.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,
26534,Walter Augusto Csar de Paula,M,32.0,,,Brazil,BRA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",
92415,"Nicola Anne ""Nikki"" Payne (-Mills)",F,28.0,175.0,67.0,New Zealand,NZL,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxless Pairs,Bronze
115290,Gerhard Karl Eduard Stck,M,25.0,184.0,91.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Javelin Throw,Gold
71828,Francesco Loy,M,29.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
112448,Keli Smith-Puzo,F,29.0,165.0,66.0,United States,USA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,
48853,Bienvenido Hita Castillo,M,19.0,169.0,60.0,Cuba,CUB,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,
